Date,MonthNo,MonthName,Month,Quarter,Year,Running Year,Running Months,Rolling Period,Rolling Period Sort,MonthIndex
05-01-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
05-02-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
05-03-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
05-04-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
05-05-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
05-06-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
05-07-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
05-08-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
05-09-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
05-10-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
05-11-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
05-12-2004 00:00,5,May,May-04,Q2,2004,11,,,,65
5-13-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-14-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-15-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-16-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-17-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-18-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-19-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-20-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-21-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-22-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-23-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-24-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-25-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-26-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-27-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-28-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-29-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-30-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
5-31-2004 12:00:00 AM,5,May,May-04,Q2,2004,11,,,,65
06-01-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
06-02-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
06-03-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
06-04-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
06-05-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
06-06-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
06-07-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
06-08-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
06-09-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
06-10-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
06-11-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
06-12-2004 00:00,6,Jun,Jun-04,Q2,2004,11,,,,66
6-13-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-14-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-15-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-16-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-17-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-18-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-19-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-20-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-21-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-22-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-23-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-24-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-25-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-26-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-27-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-28-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-29-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
6-30-2004 12:00:00 AM,6,Jun,Jun-04,Q2,2004,11,,,,66
07-01-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
07-02-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
07-03-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
07-04-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
07-05-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
07-06-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
07-07-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
07-08-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
07-09-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
07-10-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
07-11-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
07-12-2004 00:00,7,Jul,Jul-04,Q3,2004,11,,,,67
7-13-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-14-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-15-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-16-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-17-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-18-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-19-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-20-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-21-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-22-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-23-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-24-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-25-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-26-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-27-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-28-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-29-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-30-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
7-31-2004 12:00:00 AM,7,Jul,Jul-04,Q3,2004,11,,,,67
08-01-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
08-02-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
08-03-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
08-04-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
08-05-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
08-06-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
08-07-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
08-08-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
08-09-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
08-10-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
08-11-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
08-12-2004 00:00,8,Aug,Aug-04,Q3,2004,11,,,,68
8-13-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-14-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-15-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-16-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-17-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-18-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-19-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-20-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-21-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-22-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-23-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-24-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-25-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-26-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-27-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-28-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-29-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-30-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
8-31-2004 12:00:00 AM,8,Aug,Aug-04,Q3,2004,11,,,,68
09-01-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
09-02-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
09-03-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
09-04-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
09-05-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
09-06-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
09-07-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
09-08-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
09-09-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
09-10-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
09-11-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
09-12-2004 00:00,9,Sep,Sep-04,Q3,2004,11,,,,69
9-13-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-14-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-15-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-16-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-17-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-18-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-19-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-20-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-21-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-22-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-23-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-24-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-25-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-26-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-27-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-28-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-29-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
9-30-2004 12:00:00 AM,9,Sep,Sep-04,Q3,2004,11,,,,69
10-01-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-02-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-03-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-04-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-05-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-06-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-07-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-08-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-09-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-10-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-11-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-12-2004 00:00,10,Oct,Oct-04,Q4,2004,11,,,,70
10-13-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-14-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-15-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-16-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-17-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-18-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-19-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-20-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-21-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-22-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-23-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-24-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-25-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-26-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-27-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-28-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-29-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-30-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
10-31-2004 12:00:00 AM,10,Oct,Oct-04,Q4,2004,11,,,,70
11-01-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-02-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-03-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-04-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-05-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-06-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-07-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-08-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-09-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-10-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-11-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-12-2004 00:00,11,Nov,Nov-04,Q4,2004,11,,,,71
11-13-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-14-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-15-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-16-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-17-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-18-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-19-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-20-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-21-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-22-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-23-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-24-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-25-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-26-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-27-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-28-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-29-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
11-30-2004 12:00:00 AM,11,Nov,Nov-04,Q4,2004,11,,,,71
12-01-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-02-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-03-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-04-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-05-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-06-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-07-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-08-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-09-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-10-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-11-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-12-2004 00:00,12,Dec,Dec-04,Q4,2004,11,,,,72
12-13-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-14-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-15-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-16-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-17-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-18-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-19-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-20-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-21-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-22-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-23-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-24-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-25-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-26-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-27-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-28-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-29-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-30-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
12-31-2004 12:00:00 AM,12,Dec,Dec-04,Q4,2004,11,,,,72
01-01-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
01-02-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
01-03-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
01-04-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
01-05-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
01-06-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
01-07-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
01-08-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
01-09-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
01-10-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
01-11-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
01-12-2005 00:00,1,Jan,Jan-05,Q1,2005,10,,,,73
1-13-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-14-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-15-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-16-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-17-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-18-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-19-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-20-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-21-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-22-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-23-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-24-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-25-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-26-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-27-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-28-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-29-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-30-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
1-31-2005 12:00:00 AM,1,Jan,Jan-05,Q1,2005,10,,,,73
02-01-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
02-02-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
02-03-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
02-04-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
02-05-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
02-06-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
02-07-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
02-08-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
02-09-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
02-10-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
02-11-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
02-12-2005 00:00,2,Feb,Feb-05,Q1,2005,10,,,,74
2-13-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-14-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-15-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-16-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-17-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-18-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-19-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-20-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-21-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-22-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-23-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-24-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-25-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-26-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-27-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
2-28-2005 12:00:00 AM,2,Feb,Feb-05,Q1,2005,10,,,,74
03-01-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
03-02-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
03-03-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
03-04-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
03-05-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
03-06-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
03-07-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
03-08-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
03-09-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
03-10-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
03-11-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
03-12-2005 00:00,3,Mar,Mar-05,Q1,2005,10,,,,75
3-13-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-14-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-15-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-16-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-17-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-18-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-19-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-20-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-21-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-22-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-23-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-24-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-25-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-26-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-27-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-28-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-29-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-30-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
3-31-2005 12:00:00 AM,3,Mar,Mar-05,Q1,2005,10,,,,75
04-01-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
04-02-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
04-03-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
04-04-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
04-05-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
04-06-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
04-07-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
04-08-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
04-09-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
04-10-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
04-11-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
04-12-2005 00:00,4,Apr,Apr-05,Q2,2005,10,,,,76
4-13-2005 12:00:00 AM,4,Apr,Apr-05,Q2,2005,10,,,,76
4-14-2005 12:00:00 AM,4,Apr,Apr-05,Q2,2005,10,,,,76
4-15-2005 12:00:00 AM,4,Apr,Apr-05,Q2,2005,10,,,,76
4-16-2005 12:00:00 AM,4,Apr,Apr-05,Q2,2005,10,,,,76
4-17-2005 12:00:00 AM,4,Apr,Apr-05,Q2,2005,10,,,,76
